"","klasifikasi","score","text"
"1913","Positif",1,"tokoa semoga sukses ditinggal pembeli    admin   maling  suka menelan uang saldo refund    gencar promosi bebas ongkir   malingnya  digusur    manajemennya lemah  mengawasi kinerja bawahannya  pokoknya ceah gulung tikar  amiiiiin"
"1914","Positif",1,"pesan t aja    sulitmasa  nunggu konfirmasi  ualmana udah dibayar lagikalau gk dibalikin  sayang uangnya   dibatalkan  disetujui  ual "
"1915","Netral",0,"tonget nih si hijau tokped"
"1916","Negatif",-1,"ongkir beda tisama sebelah"
"1917","Netral",0,"tokoa  manta"
"1918","Netral",0,"mudah sekalii"
"1919","Positif",1,"good"
"1920","Negatif",-3,"aasi a    lemot dn    h  a ram uda cukumory   to  buka lalancar banget kadang  cari barang mendadak lemot gk isa gerak bikin emosi sj bedanya  buka lapak gk  jualan  live   yg bikin belanja  buka lapak lancar sy   sy yg ngalami   setalah u  berat hsah gerak"
"1921","Negatif",-1,"semenjak ganti kebijakan ongkir    i bareng diskon ah "
"1922","Netral",0,"semoga barangnya sam"
"1923","Negatif",-1,"belanja  mudah  han barang lengkan harga bersaing"
"1924","Positif",1," kesini  t ngasih gratis ongkir ahahah"
"1925","Positif",1,"  promo kupon indodana tdk   gabung"
"1926","Netral",0," tokkenaa lemot banget aduhhh  kasih ulasan aja lemot hh"
"1927","Positif",1,"ribet banget fiturnya bikin malas belanja   enak sho maaf  terang  nih knya malas belanja  tok ribet am"
"1928","Positif",1,"terbaik"
"1929","Netral",0,"tolong dieiriman nya"
"1930","Positif",1,"good"
"1931","Netral",0,"davoucher google rb bayar  t   claim"
"1932","Positif",1,"mantap"
"1933","Positif",1,"belanja mudah kualitas  harga murah"
"1934","Positif",1,"  tokoa   kali   mengajukan komn   kurir rekomendasi     kecewa  dikirim denagn ekssi a tibatiba ditengah jalan dialihkan  ekssi b  bikin t   tunggu  gak    belanja   barang    samminggu    insi    balikin tokku   "
"1935","Positif",1,"mantul"
"1936","Positif",1,"langganan tokoa plus  udah  enak    dukung  instan kurir  reguler kurir same day udah nggak "
"1937","Positif",1,"udah  nya belanja  warung lun tokoa    gratis ongkir"
"1938","Netral",0,"terimakasih gojek  tokoa"
"1939","Positif",1,"no gratis ongkirno shog"
"1940","Netral",0,"mantanyak voucher v"
"1941","Negatif",-1,"jelek   ue"
"1942","Negatif",-3,"mengecewakan   klik ajukan komn   bug semenjak  ng  gojek"
"1943","Netral",0,"belanja mudah cukungan jari "
"1944","Netral",0,"th   tok mengikuti  embangan nya     samah ngerasain  member inum    syulit kur toklong   syulit masi  belanja kebutuhan  hemat  nya bebas ongkir  combo cashback senjata andalan samdi bangga banggakan  tetangga  i toksaja aasi yg ga ribetsimusat resolusi yg okeseller nya teraya  menjaga kean nggan tatu  kau  yg  "
"1945","Netral",0,"kunya banyaktaanya gimmick gak "
"1946","Netral",0,"mantapp"
"1947","Netral",0," membantu"
"1948","Negatif",-1,"tokaneh udh bsa  dowload t bsa daftarlogin alesannnya rumah tokada maslaahgajeee bngt sh tok gmna gw bsa blnja  tokklo login aja g bsa h emng"
"1949","Netral",0," ayaran  dana ga  "
"1950","Positif",1,"ok banget"
"1951","Netral",0,"mantas"
"1952","Netral",0,"alwasy be my no  markete i love it hell thankyou"
"1953","Positif",2,"orderan     terkirim  melebihi batas estimasi diterima"
"1954","Positif",1,"sdh    mantab"
"1955","Netral",0,"cukugus"
"1956","Positif",1,"bagus"
"1957","Netral",0,"   ue aasinya"
"1958","Netral",0," membantu  aasi  mudah  gunakanterimakasih"
"1959","Netral",0,"ok"
"1960","Positif",3,"maaf bintang   gratis ongkir   voucher    digabung  voucher ngan harga"
"1961","Positif",1,"good"
"1962","Negatif",-2,"kecewa bgt  tokaku n tas udah   idm  bayar karna gabisa cod    tgl  estimasi tgl  nyama eh   batalkan  sistem  gatau uangan  gmna  dn tas  kecewa lgsg aaja  nga aibet"
"1963","Positif",1,"berguna banget  berbelanja"
"1964","Positif",1,"gak  istilah gratis ongkir ditokudh  member gold ongkir tetahal sia sia "
"1965","Netral",0,"okeh"
"1966","Negatif",-2,"jelek promo gede    ga  cod ski"
"1967","Netral",0,"bagussssss dah"
"1968","Positif",1," bagus"
"1969","Netral",0,"mantalayanannyasangat memuaskan"
"1970","Positif",1,"smenjak gratis ongkir  voucher  gak  digabungin dah gak  co    wkwk    si oren"
"1971","Netral",0,"mantaya "
"1972","Netral",0,"sangt membantu"
"1973","Positif",1,"mantap"
"1974","Positif",1,"good"
"1975","Netral",0,"manta"
"1976","Positif",1,"kecewaaa bgtt skrg   jd  ttt huhhhhhhkbanyakan alesannga masuk akal    kngenn ma tokyg duluuu"
"1977","Negatif",-5,"disuruh instal  free utk   stlh diinstal mmg  sih mcm tu free r utk new member klik   biaya ongkir k its ok trus krn daftar  ovo kosong ga anamon jg byr trf atm virtual account tau dikasih  brma  mnt coy gila gue jalan  mahan aja  menit abis tu si tokbatalinkan transaksinya gilanya gue diemail klo dibatalin krn indikasi manisi manisi a coba toklu tu ya yg manitif jgn  nuduh lu ye"
"1978","Positif",1," hw end setiau  ayaran    menu utama tolong  aiki lha"
"1979","Positif",1,"terbaik skliii"
"1980","Netral",0,"torkoto"
"1981","Netral",0,"mantakoa"
"1982","Netral",0,"kecewa banget  toko a yg  ongkirvoucher diskon    an  tdk lagisunguh  mengecewakan"
"1983","Negatif",-3,"gra    seler slah kirim nma  seler nya o motor brg sya n rumh lolee beat stret  ksh rumh loler mio m suruh  tuker krna sya ga tau cra ya mlh seler nya ga ksh solusi"
"1984","Positif",1," nanya  good"
"1985","Negatif",-1," browser  verivikasi usia klik buka aasi  masuk  store gimana sih tokoa"
"1986","Positif",2," kena biaya transaksi gratis ongkir dbatasin skrg cod g bsa"
"1987","Positif",1,"bertahun  mengunakan tok tada nya kebijakan    ku   menyukai ongkir hammusnah"
"1988","Positif",1,"bagus aasi nya"
"1989","Netral",0,"mantaab"
"1990","Positif",2,"udah beraahun  toksdh jd member inum  diamon   kebijakan bebas ongkir  gabung    voucher cashback    h salah  tera merubah bintang   bintang "
"1991","Positif",3,"voucher gratis ongkir  voucher  g  digabung cs toklemot kalo emang   cs yg sialayani tinggal  eritahuan aja kalo  sibuk tunggu antrian  lamaaa banget udah nyambung csnya  diem jarang    tokiu  kalo cs nya  mengabaikan yah walauaslinya g tau csnya nga taeenggaknya ngasih kabar kalo  ngecek    gitu kayak lasebelah seenggaknya csnya ramah"
"1992","Netral",0,"ok"
"1993","Netral",0,"kecewa bangetsurganya seller curangrawan ongkir mahal kurir nya lelet banget"
"1994","Netral",0," bagusnya"
"1995","Negatif",-1,"tolong kedelebih  anjang  otomatis atalan nannya   minggu ajatanggung x jam salahnya  uallah ruginya  nunggu barang ngak  resualdi batalin  ribetyg salah siaoba  beli  toko      nunggu  setujui  k uallah kalo   setujui   diresmakin  nunggu nyabutuh cemalah  lambat"
"1996","Netral",0,"tokoa ok bangeeeets"
"1997","Positif",1,"mantul"
"1998","Positif",2,"kebijakan  bikin gk nyaman  belanja auto uninstal"
"1999","Netral",0,"pokoknya manta"
